kabupaten,kecamatan,x1_banjir,x2_angin,x3_gempa,x4_longsor,x5_kebakaran,latitude,longitude,cluster
kabupaten kuningan,darma,0.0,0.0555555555555555,0.0417867435158501,0.1387283236994219,0.0256410256410256,-7.005879,108.4046547,0
kabupaten kuningan,garawangi,0.0,0.0,0.0,0.1676300578034682,0.1025641025641025,-6.9984763,108.5377144,0
kabupaten kuningan,hantara,0.0,0.0,0.0,0.2080924855491329,0.0,-7.0577705,108.4544467,0
kabupaten kuningan,jalaksana,0.0033222591362126,0.074074074074074,0.0,0.0346820809248554,0.2564102564102564,-6.923231,108.4821891,0
kabupaten kuningan,japara,0.0,0.0,0.0,0.0,0.0,-6.9025119,108.514682,0
kabupaten kuningan,kadugede,0.0,0.0,0.0028818443804034,0.0693641618497109,0.0,-7.0043371,108.4531566,0
kabupaten kuningan,kalimanggis,0.0199335548172757,0.0,0.0,0.0173410404624277,0.0,-6.960523,108.618614,0
kabupaten kuningan,karang kancana,0.0,0.037037037037037,0.0172910662824207,0.1040462427745664,0.0512820512820512,-7.0946539,108.6575744,0
kabupaten kuningan,kramatmulya,0.0,0.0,0.0,0.0,0.0,-6.936436,108.481622,0
kabupaten kuningan,kuningan,0.0,0.0,0.0,0.0173410404624277,0.0,-6.9821453,108.4768043,0
kabupaten kuningan,lebakwangi,0.0,0.074074074074074,0.0,0.0231213872832369,0.0769230769230769,-7.0170253,108.6012584,0
kabupaten kuningan,luragung,0.0033222591362126,0.0,0.0,0.0,0.0256410256410256,-7.018148,108.638096,0
kabupaten kuningan,maleber,0.0,0.037037037037037,0.0,0.3294797687861271,1.0,-7.0260712,108.5671593,1
kabupaten kuningan,mandirancan,0.0166112956810631,0.1296296296296296,0.0288184438040345,0.0635838150289017,0.0,-6.8105917,108.4698833,0
kabupaten kuningan,nusaherang,0.0,0.0,0.0,0.0578034682080924,0.0,-7.0092412,108.4441997,0
kabupaten kuningan,pancalang,0.0,0.0,0.0,0.0,0.0,-6.8215235,108.4916631,0
kabupaten kuningan,pasawahan,0.0,0.0,0.0,0.0289017341040462,0.2307692307692307,-6.8041625,108.4277596,0
kabupaten kuningan,selajambe,0.0066445182724252,0.0555555555555555,0.0043227665706051,0.3005780346820809,0.0,-7.118224,108.4617679,0
kabupaten kuningan,sindang agung,0.0,0.0555555555555555,0.0,0.0,0.0,-6.973798,108.527143,0
kabupaten kuningan,subang,0.0,0.0,0.0072046109510086,0.3410404624277456,0.0512820512820512,-7.1300214,108.532259,0
kabupaten majalengka,argapura,0.0,0.0185185185185185,0.0,0.0173410404624277,0.0,-6.89247,108.353546,0
